dataset,fname,label,sublabel,source,Unnamed: 4,filepath,duration
b,extrastole__163_1307104470471_C.wav,extrastole,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/extrastole__163_1307104470471_C.wav,8.46275
b,extrastole__179_1307990076841_C.wav,extrastole,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/extrastole__179_1307990076841_C.wav,12.438
b,extrastole__184_1308073010307_A.wav,extrastole,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/extrastole__184_1308073010307_A.wav,13.38075
b,extrastole__190_1308076920011_C.wav,extrastole,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/extrastole__190_1308076920011_C.wav,1.8745
b,extrastole__191_1308077299430_A.wav,extrastole,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/extrastole__191_1308077299430_A.wav,10.40875
b,extrastole__194_1308139824187_B.wav,extrastole,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/extrastole__194_1308139824187_B.wav,5.86075
b,extrastole__198_1308141739338_B.wav,extrastole,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/extrastole__198_1308141739338_B.wav,5.12225
b,extrastole__198_1308141739338_B1.wav,extrastole,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/extrastole__198_1308141739338_B1.wav,6.6715
b,extrastole__202_1308145175747_C1.wav,extrastole,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/extrastole__202_1308145175747_C1.wav,2.843
b,extrastole__202_1308145175747_C2.wav,extrastole,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/extrastole__202_1308145175747_C2.wav,2.0835
b,extrastole__207_1308159792607_B.wav,extrastole,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/extrastole__207_1308159792607_B.wav,4.48475
b,extrastole__207_1308159792607_B1.wav,extrastole,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/extrastole__207_1308159792607_B1.wav,5.29
b,extrastole__209_1308162216750_D.wav,extrastole,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/extrastole__209_1308162216750_D.wav,5.64475
b,extrastole__210_1308162935880_C.wav,extrastole,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/extrastole__210_1308162935880_C.wav,9.68575
b,extrastole__213_1308245263936_D.wav,extrastole,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/extrastole__213_1308245263936_D.wav,4.70225
b,extrastole__215_1308245664733_B.wav,extrastole,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/extrastole__215_1308245664733_B.wav,4.129
b,extrastole__215_1308245664733_B1.wav,extrastole,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/extrastole__215_1308245664733_B1.wav,2.8745
b,extrastole__216_1308245839516_A.wav,extrastole,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/extrastole__216_1308245839516_A.wav,12.10225
b,extrastole__216_1308245839516_B.wav,extrastole,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/extrastole__216_1308245839516_B.wav,2.4985
b,extrastole__220_1308250132896_B.wav,extrastole,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/extrastole__220_1308250132896_B.wav,5.305
b,extrastole__224_1308337157445_B.wav,extrastole,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/extrastole__224_1308337157445_B.wav,3.60225
b,extrastole__229_1308594979317_B.wav,extrastole,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/extrastole__229_1308594979317_B.wav,5.57975
b,extrastole__235_1308749032454_B.wav,extrastole,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/extrastole__235_1308749032454_B.wav,8.046
b,extrastole__237_1308750231222_A.wav,extrastole,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/extrastole__237_1308750231222_A.wav,2.01925
b,extrastole__237_1308750231222_C.wav,extrastole,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/extrastole__237_1308750231222_C.wav,3.61275
b,extrastole__249_1309202052376_C.wav,extrastole,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/extrastole__249_1309202052376_C.wav,3.56075
b,extrastole__253_1309350256198_B.wav,extrastole,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/extrastole__253_1309350256198_B.wav,2.91775
b,extrastole__261_1309353556003_C.wav,extrastole,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/extrastole__261_1309353556003_C.wav,5.18525
b,extrastole__265_1309367698923_C.wav,extrastole,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/extrastole__265_1309367698923_C.wav,4.09525
b,extrastole__274_1311075637574_A.wav,extrastole,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/extrastole__274_1311075637574_A.wav,3.94175
b,extrastole__275_1310990852160_B.wav,extrastole,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/extrastole__275_1310990852160_B.wav,4.88425
b,extrastole__286_1311170606028_D.wav,extrastole,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/extrastole__286_1311170606028_D.wav,6.7305
b,extrastole__294_1311681084248_C.wav,extrastole,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/extrastole__294_1311681084248_C.wav,11.835
b,extrastole__298_1311685888900_C.wav,extrastole,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/extrastole__298_1311685888900_C.wav,10.1835
b,murmur__112_1306243000964_A.wav,murmur,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur__112_1306243000964_A.wav,4.66625
b,murmur__112_1306243000964_B.wav,murmur,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur__112_1306243000964_B.wav,11.58925
b,murmur__112_1306243000964_D.wav,murmur,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur__112_1306243000964_D.wav,15.28175
b,murmur__116_1306258689913_A.wav,murmur,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur__116_1306258689913_A.wav,8.61825
b,murmur__116_1306258689913_C.wav,murmur,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur__116_1306258689913_C.wav,24.16
b,murmur__116_1306258689913_D.wav,murmur,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur__116_1306258689913_D.wav,6.3195
b,murmur__122_1306325762831_C.wav,murmur,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur__122_1306325762831_C.wav,5.57325
b,murmur__122_1306325762831_D.wav,murmur,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur__122_1306325762831_D.wav,14.4075
b,murmur__156_1306936373241_B.wav,murmur,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur__156_1306936373241_B.wav,4.11775
b,murmur__160_1307100683334_A.wav,murmur,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur__160_1307100683334_A.wav,11.804
b,murmur__160_1307100683334_B.wav,murmur,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur__160_1307100683334_B.wav,16.96025
b,murmur__161_1307101199321_A.wav,murmur,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur__161_1307101199321_A.wav,17.2585
b,murmur__162_1307101835989_A.wav,murmur,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur__162_1307101835989_A.wav,13.80675
b,murmur__162_1307101835989_B.wav,murmur,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur__162_1307101835989_B.wav,3.6185
b,murmur__164_1307106095995_B.wav,murmur,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur__164_1307106095995_B.wav,12.8265
b,murmur__164_1307106095995_C.wav,murmur,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur__164_1307106095995_C.wav,3.0435
b,murmur__165_1307109069581_C.wav,murmur,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur__165_1307109069581_C.wav,3.7365
b,murmur__165_1307109069581_C2.wav,murmur,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur__165_1307109069581_C2.wav,4.94975
b,murmur__171_1307971016233_D.wav,murmur,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur__171_1307971016233_D.wav,2.78675
b,murmur__171_1307971016233_D1.wav,murmur,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur__171_1307971016233_D1.wav,2.79725
b,murmur__171_1307971016233_E.wav,murmur,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur__171_1307971016233_E.wav,0.85675
b,murmur__185_1308073325396_B.wav,murmur,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur__185_1308073325396_B.wav,11.10975
b,murmur__185_1308073325396_C.wav,murmur,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur__185_1308073325396_C.wav,15.7245
b,murmur__193_1308078104592_B.wav,murmur,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur__193_1308078104592_B.wav,6.63775
b,murmur__193_1308078104592_C.wav,murmur,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur__193_1308078104592_C.wav,3.9525
b,murmur__193_1308078104592_C1.wav,murmur,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur__193_1308078104592_C1.wav,2.7485
b,murmur__195_1308140095331_A.wav,murmur,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur__195_1308140095331_A.wav,2.23625
b,murmur__195_1308140095331_C.wav,murmur,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur__195_1308140095331_C.wav,2.72325
b,murmur__195_1308140095331_C1.wav,murmur,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur__195_1308140095331_C1.wav,4.238
b,murmur__196_1308141034858_B.wav,murmur,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur__196_1308141034858_B.wav,16.321
b,murmur__196_1308141034858_C.wav,murmur,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur__196_1308141034858_C.wav,16.91775
b,murmur__197_1308141235553_A.wav,murmur,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur__197_1308141235553_A.wav,10.46775
b,murmur__197_1308141235553_C.wav,murmur,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur__197_1308141235553_C.wav,7.12625
b,murmur__197_1308141235553_D.wav,murmur,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur__197_1308141235553_D.wav,18.409
b,murmur__200_1308144251434_C.wav,murmur,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur__200_1308144251434_C.wav,3.1895
b,murmur__200_1308144251434_D.wav,murmur,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur__200_1308144251434_D.wav,7.77425
b,murmur__203_1308162026258_B.wav,murmur,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur__203_1308162026258_B.wav,5.6325
b,murmur__203_1308162026258_C1.wav,murmur,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur__203_1308162026258_C1.wav,4.34425
b,murmur__203_1308162026258_D.wav,murmur,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur__203_1308162026258_D.wav,3.84675
b,murmur__204_1308159229275_B.wav,murmur,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur__204_1308159229275_B.wav,4.364
b,murmur__211_1308163238707_C.wav,murmur,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur__211_1308163238707_C.wav,2.837
b,murmur__223_1308337062581_D.wav,murmur,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur__223_1308337062581_D.wav,3.67
b,murmur__239_1309195730333_B.wav,murmur,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur__239_1309195730333_B.wav,5.2855
b,murmur__239_1309195730333_C.wav,murmur,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur__239_1309195730333_C.wav,7.77525
b,murmur__240_1309196119795_B.wav,murmur,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur__240_1309196119795_B.wav,6.9975
b,murmur__240_1309196119795_C.wav,murmur,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur__240_1309196119795_C.wav,11.35325
b,murmur__240_1309201366049_B.wav,murmur,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur__240_1309201366049_B.wav,5.48425
b,murmur__242_1309197394064_B.wav,murmur,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur__242_1309197394064_B.wav,6.3805
b,murmur__242_1309197394064_D.wav,murmur,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur__242_1309197394064_D.wav,4.64
b,murmur__244_1309198148498_B.wav,murmur,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur__244_1309198148498_B.wav,2.1425
b,murmur__245_1309200438094_B.wav,murmur,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur__245_1309200438094_B.wav,2.04775
b,murmur__248_1309201683806_A.wav,murmur,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur__248_1309201683806_A.wav,7.121
b,murmur__248_1309201683806_C.wav,murmur,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur__248_1309201683806_C.wav,9.854
b,murmur__254_1309350589009_A.wav,murmur,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur__254_1309350589009_A.wav,2.37575
b,murmur__254_1309350589009_A1.wav,murmur,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur__254_1309350589009_A1.wav,7.3935
b,murmur__254_1309350589009_C.wav,murmur,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur__254_1309350589009_C.wav,4.24025
b,murmur__254_1309350589009_D.wav,murmur,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur__254_1309350589009_D.wav,8.83625
b,murmur__276_1311162716489_C.wav,murmur,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur__276_1311162716489_C.wav,6.217
b,murmur__281_1311165683454_A.wav,murmur,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur__281_1311165683454_A.wav,11.00925
b,murmur__281_1311165683454_B.wav,murmur,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur__281_1311165683454_B.wav,10.25225
b,murmur__281_1311165683454_D.wav,murmur,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur__281_1311165683454_D.wav,12.54425
b,murmur__287_1311170903290_C.wav,murmur,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur__287_1311170903290_C.wav,8.579
b,murmur__288_1311164615284_D.wav,murmur,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur__288_1311164615284_D.wav,11.35325
b,murmur__292_1311185449649_B.wav,murmur,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur__292_1311185449649_B.wav,3.22275
b,murmur__292_1311185449649_C.wav,murmur,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur__292_1311185449649_C.wav,5.61925
b,murmur__293_1311680805936_B1.wav,murmur,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/murmur__293_1311680805936_B1.wav,1.4045
b,normal__103_1305031931979_B.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__103_1305031931979_B.wav,6.20975
b,normal__103_1305031931979_D1.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__103_1305031931979_D1.wav,9.9025
b,normal__103_1305031931979_D2.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__103_1305031931979_D2.wav,5.12025
b,normal__103_1305031931979_D3.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__103_1305031931979_D3.wav,9.2425
b,normal__106_1306776721273_B1.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__106_1306776721273_B1.wav,3.87675
b,normal__106_1306776721273_C1.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__106_1306776721273_C1.wav,3.19075
b,normal__106_1306776721273_C2.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__106_1306776721273_C2.wav,2.3775
b,normal__106_1306776721273_D1.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__106_1306776721273_D1.wav,2.51825
b,normal__106_1306776721273_D2.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__106_1306776721273_D2.wav,6.229
b,normal__107_1305654946865_C1.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__107_1305654946865_C1.wav,5.80575
b,normal__109_1305653646620_C.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__109_1305653646620_C.wav,7.63275
b,normal__113_1306244002866_D.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__113_1306244002866_D.wav,3.7615
b,normal__115_1306259437619_C.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__115_1306259437619_C.wav,7.72675
b,normal__117_1306262456650_B.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__117_1306262456650_B.wav,6.64425
b,normal__125_1306332456645_B.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__125_1306332456645_B.wav,2.0655
b,normal__126_1306777102824_B.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__126_1306777102824_B.wav,7.192
b,normal__126_1306777102824_C.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__126_1306777102824_C.wav,4.15475
b,normal__126_1306777102824_D.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__126_1306777102824_D.wav,8.75075
b,normal__127_1306764300147_A.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__127_1306764300147_A.wav,9.633
b,normal__127_1306764300147_B.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__127_1306764300147_B.wav,8.33075
b,normal__127_1306764300147_C1.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__127_1306764300147_C1.wav,5.1565
b,normal__128_1306344005749_B.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__128_1306344005749_B.wav,7.89925
b,normal__128_1306344005749_D.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__128_1306344005749_D.wav,3.27625
b,normal__128_1306344005749_D1.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__128_1306344005749_D1.wav,6.44325
b,normal__129_1306344506305_B1.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__129_1306344506305_B1.wav,2.949
b,normal__129_1306344506305_D.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__129_1306344506305_D.wav,7.158
b,normal__129_1306344506305_D1.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__129_1306344506305_D1.wav,3.76325
b,normal__133_1306759619127_A.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__133_1306759619127_A.wav,2.705
b,normal__133_1306759619127_B.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__133_1306759619127_B.wav,2.82725
b,normal__133_1306759619127_D.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__133_1306759619127_D.wav,1.38225
b,normal__134_1306428161797_C.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__134_1306428161797_C.wav,3.4225
b,normal__134_1306428161797_C2.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__134_1306428161797_C2.wav,1.4885
b,normal__134_1306428161797_D.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__134_1306428161797_D.wav,1.22675
b,normal__137_1306764999211_C.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__137_1306764999211_C.wav,6.10125
b,normal__137_1306764999211_D.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__137_1306764999211_D.wav,5.88025
b,normal__139_1306519274653_A.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__139_1306519274653_A.wav,7.71425
b,normal__140_1306519735121_A.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__140_1306519735121_A.wav,11.25
b,normal__140_1306519735121_B.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__140_1306519735121_B.wav,9.773
b,normal__140_1306519735121_D1.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__140_1306519735121_D1.wav,4.81675
b,normal__141_1306520154450_B.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__141_1306520154450_B.wav,4.89925
b,normal__141_1306520154450_C.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__141_1306520154450_C.wav,3.24275
b,normal__143_1306763822290_B.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__143_1306763822290_B.wav,2.97425
b,normal__143_1306763822290_C.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__143_1306763822290_C.wav,1.768
b,normal__145_1307987561278_B.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__145_1307987561278_B.wav,8.10425
b,normal__145_1307987561278_C.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__145_1307987561278_C.wav,12.10225
b,normal__146_1306778707532_A.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__146_1306778707532_A.wav,4.73825
b,normal__146_1306778707532_B.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__146_1306778707532_B.wav,9.77575
b,normal__146_1306778707532_D1.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__146_1306778707532_D1.wav,14.68
b,normal__146_1306778707532_D2.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__146_1306778707532_D2.wav,9.20725
b,normal__146_1306778707532_D3.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__146_1306778707532_D3.wav,1.563
b,normal__146_1306778707532_D4.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__146_1306778707532_D4.wav,5.233
b,normal__147_1306523973811_A.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__147_1306523973811_A.wav,2.93325
b,normal__147_1306523973811_C.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__147_1306523973811_C.wav,1.555
b,normal__148_1306768801551_C1.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__148_1306768801551_C1.wav,3.41075
b,normal__148_1306768801551_D2.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__148_1306768801551_D2.wav,4.2225
b,normal__149_1306776016110_B.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__149_1306776016110_B.wav,4.70125
b,normal__149_1306776016110_C1.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__149_1306776016110_C1.wav,9.15975
b,normal__150_1306776340746_B.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__150_1306776340746_B.wav,9.801
b,normal__150_1306776340746_C.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__150_1306776340746_C.wav,12.358
b,normal__151_1306779785624_A.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__151_1306779785624_A.wav,5.6425
b,normal__151_1306779785624_D.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__151_1306779785624_D.wav,2.994
b,normal__152_1306779561195_B1.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__152_1306779561195_B1.wav,4.17125
b,normal__152_1306779561195_C1.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__152_1306779561195_C1.wav,1.45
b,normal__152_1306779561195_D.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__152_1306779561195_D.wav,8.4015
b,normal__153_1306848820671_A.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__153_1306848820671_A.wav,3.421
b,normal__153_1306848820671_B.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__153_1306848820671_B.wav,4.8165
b,normal__153_1306848820671_B1.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__153_1306848820671_B1.wav,5.0255
b,normal__153_1306848820671_D1.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__153_1306848820671_D1.wav,2.35275
b,normal__154_1306935608852_A1.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__154_1306935608852_A1.wav,2.00375
b,normal__154_1306935608852_B.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__154_1306935608852_B.wav,4.1615
b,normal__154_1306935608852_B1.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__154_1306935608852_B1.wav,2.58525
b,normal__154_1306935608852_D.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__154_1306935608852_D.wav,1.7505
b,normal__155_1306935902813_B1.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__155_1306935902813_B1.wav,2.578
b,normal__158_1306947254705_B2.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__158_1306947254705_B2.wav,1.61575
b,normal__159_1307018640315_A.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__159_1307018640315_A.wav,2.6575
b,normal__159_1307018640315_B1.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__159_1307018640315_B1.wav,3.82275
b,normal__159_1307018640315_B2.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__159_1307018640315_B2.wav,1.858
b,normal__159_1307018640315_C1.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__159_1307018640315_C1.wav,3.68825
b,normal__167_1307111318050_A.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__167_1307111318050_A.wav,10.68675
b,normal__167_1307111318050_C.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__167_1307111318050_C.wav,1.97925
b,normal__168_1307970069434_A.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__168_1307970069434_A.wav,5.94125
b,normal__168_1307970069434_A2.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__168_1307970069434_A2.wav,6.62675
